,sEXT,sNEU,sAGR,sCON,sOPN,positive,negative,joy,sadness,fear,disgust,anticipation
386,3.15,1.9,4.15,4.0,3.55,1,1,1,0,0,0,1
387,3.15,1.9,4.15,4.0,3.55,1,0,1,0,0,1,0
388,3.15,1.9,4.15,4.0,3.55,1,2,0,1,0,0,0
389,3.15,1.9,4.15,4.0,3.55,2,1,2,1,0,0,2
390,3.15,1.9,4.15,4.0,3.55,1,1,1,1,0,0,0
391,3.15,1.9,4.15,4.0,3.55,1,0,0,0,0,0,1
392,3.15,1.9,4.15,4.0,3.55,10,4,2,4,2,1,1
393,3.15,1.9,4.15,4.0,3.55,0,3,0,3,2,3,1
394,3.15,1.9,4.15,4.0,3.55,10,4,2,4,2,1,1
395,3.15,1.9,4.15,4.0,3.55,2,2,1,0,0,0,0
396,4.15,3.1,3.2,3.6,3.8,1,0,0,0,0,0,0
397,4.15,3.1,3.2,3.6,3.8,2,1,2,0,0,0,1
398,4.15,3.1,3.2,3.6,3.8,2,4,2,1,2,0,0
399,4.15,3.1,3.2,3.6,3.8,1,1,0,0,0,1,0
400,4.15,3.1,3.2,3.6,3.8,0,2,0,1,1,1,0
401,4.15,3.1,3.2,3.6,3.8,1,1,0,1,1,0,1
402,4.15,3.1,3.2,3.6,3.8,0,6,0,6,1,0,0
403,4.15,3.1,3.2,3.6,3.8,0,1,0,0,0,0,1
404,4.15,3.1,3.2,3.6,3.8,0,1,0,0,0,0,0
405,4.15,3.1,3.2,3.6,3.8,3,0,2,0,0,0,0
406,3.65,3.15,3.45,2.35,4.5,1,0,0,0,0,0,0
407,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
408,3.65,3.15,3.45,2.35,4.5,1,0,0,0,0,0,0
409,3.65,3.15,3.45,2.35,4.5,0,1,0,0,1,0,0
410,3.65,3.15,3.45,2.35,4.5,2,2,1,0,1,1,1
411,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
412,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
413,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
414,3.65,3.15,3.45,2.35,4.5,0,1,0,0,0,0,0
415,3.65,3.15,3.45,2.35,4.5,2,2,0,1,2,1,1
416,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,1
417,3.65,3.15,3.45,2.35,4.5,1,0,1,0,0,0,3
418,3.65,3.15,3.45,2.35,4.5,1,1,0,0,0,0,0
419,3.65,3.15,3.45,2.35,4.5,3,2,2,0,0,1,1
420,3.65,3.15,3.45,2.35,4.5,1,1,1,0,0,0,1
421,3.65,3.15,3.45,2.35,4.5,3,1,2,1,1,0,2
422,3.65,3.15,3.45,2.35,4.5,1,0,0,0,0,0,0
423,3.65,3.15,3.45,2.35,4.5,1,2,0,1,1,0,0
424,3.65,3.15,3.45,2.35,4.5,2,1,2,0,0,0,0
425,3.65,3.15,3.45,2.35,4.5,5,2,5,1,0,1,2
426,3.65,3.15,3.45,2.35,4.5,2,2,1,1,1,0,0
427,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
428,3.65,3.15,3.45,2.35,4.5,2,0,0,1,1,0,0
429,3.65,3.15,3.45,2.35,4.5,0,1,0,0,0,0,1
430,3.65,3.15,3.45,2.35,4.5,1,0,1,0,0,0,1
431,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
432,3.65,3.15,3.45,2.35,4.5,3,3,2,1,2,0,1
433,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
434,3.65,3.15,3.45,2.35,4.5,1,0,1,0,0,0,0
435,3.65,3.15,3.45,2.35,4.5,0,1,0,1,0,0,0
436,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
437,3.65,3.15,3.45,2.35,4.5,0,1,0,1,0,0,1
438,3.65,3.15,3.45,2.35,4.5,2,2,1,1,1,1,3
439,3.65,3.15,3.45,2.35,4.5,1,1,0,0,0,0,0
440,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
441,3.65,3.15,3.45,2.35,4.5,0,1,0,0,0,0,0
442,3.65,3.15,3.45,2.35,4.5,3,3,0,2,0,0,2
443,3.65,3.15,3.45,2.35,4.5,0,1,0,0,0,0,1
444,3.65,3.15,3.45,2.35,4.5,0,2,0,0,0,0,0
445,3.65,3.15,3.45,2.35,4.5,10,3,2,2,1,1,2
446,3.65,3.15,3.45,2.35,4.5,2,0,2,0,0,0,2
447,3.65,3.15,3.45,2.35,4.5,1,0,0,1,1,0,0
448,3.65,3.15,3.45,2.35,4.5,0,0,0,0,0,0,0
449,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
450,3.75,3.25,4.5,5.0,4.0,1,0,0,0,0,0,0
451,3.75,3.25,4.5,5.0,4.0,1,0,0,0,0,0,2
452,3.75,3.25,4.5,5.0,4.0,2,0,2,1,0,0,3
453,3.75,3.25,4.5,5.0,4.0,1,2,0,1,0,0,1
454,3.75,3.25,4.5,5.0,4.0,1,1,0,0,1,0,1
455,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,1
456,3.75,3.25,4.5,5.0,4.0,2,3,2,0,0,0,2
457,3.75,3.25,4.5,5.0,4.0,1,2,1,0,1,0,1
458,3.75,3.25,4.5,5.0,4.0,2,3,1,2,1,1,1
459,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
460,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
461,3.75,3.25,4.5,5.0,4.0,0,1,0,0,0,0,0
462,3.75,3.25,4.5,5.0,4.0,0,1,0,1,0,0,0
463,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,1,2
464,3.75,3.25,4.5,5.0,4.0,0,2,0,0,0,0,0
465,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
466,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
467,3.75,3.25,4.5,5.0,4.0,1,0,0,0,0,0,0
468,3.75,3.25,4.5,5.0,4.0,0,1,0,0,0,0,0
469,3.75,3.25,4.5,5.0,4.0,0,1,0,0,0,0,1
470,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
471,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
472,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
473,3.75,3.25,4.5,5.0,4.0,2,0,2,0,0,1,1
474,3.75,3.25,4.5,5.0,4.0,1,0,0,0,0,0,0
475,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,1
476,3.75,3.25,4.5,5.0,4.0,0,2,0,0,0,0,2
477,3.75,3.25,4.5,5.0,4.0,1,0,0,0,0,0,0
478,3.75,3.25,4.5,5.0,4.0,0,1,0,0,1,1,0
479,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
480,3.75,3.25,4.5,5.0,4.0,0,0,0,0,1,0,0
481,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
482,3.75,3.25,4.5,5.0,4.0,2,1,0,0,0,0,0
483,3.75,3.25,4.5,5.0,4.0,0,2,0,2,2,1,1
484,3.75,3.25,4.5,5.0,4.0,5,1,2,1,1,1,2
485,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
486,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
487,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
488,3.75,3.25,4.5,5.0,4.0,0,1,0,1,1,1,0
489,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
490,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
491,3.75,3.25,4.5,5.0,4.0,3,3,0,1,2,0,0
492,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
493,3.75,3.25,4.5,5.0,4.0,7,1,3,1,0,0,2
494,3.75,3.25,4.5,5.0,4.0,4,1,0,0,0,0,0
495,3.75,3.25,4.5,5.0,4.0,3,2,3,0,1,0,2
496,3.75,3.25,4.5,5.0,4.0,2,5,0,0,0,0,0
497,3.75,3.25,4.5,5.0,4.0,2,0,0,0,0,0,0
498,3.75,3.25,4.5,5.0,4.0,4,1,2,2,0,0,1
499,3.75,3.25,4.5,5.0,4.0,2,4,1,0,0,0,0
500,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,0
501,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
502,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,0
503,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
504,3.75,3.25,4.5,5.0,4.0,3,1,2,0,1,0,1
505,3.75,3.25,4.5,5.0,4.0,0,1,0,0,0,0,0
506,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
507,3.75,3.25,4.5,5.0,4.0,2,0,2,0,0,0,1
508,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,1
509,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
510,3.75,3.25,4.5,5.0,4.0,1,1,0,0,0,0,0
511,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,2
512,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,1
513,3.75,3.25,4.5,5.0,4.0,1,0,1,0,0,0,0
514,3.75,3.25,4.5,5.0,4.0,2,5,1,5,1,1,2
515,3.75,3.25,4.5,5.0,4.0,1,1,0,0,0,0,0
516,3.75,3.25,4.5,5.0,4.0,0,2,0,1,1,1,0
517,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
518,3.75,3.25,4.5,5.0,4.0,0,0,0,0,0,0,0
519,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
520,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
521,3.35,2.75,2.85,3.1,4.15,2,0,2,0,0,0,1
522,3.35,2.75,2.85,3.1,4.15,2,0,1,1,0,0,1
523,3.35,2.75,2.85,3.1,4.15,5,0,2,0,0,0,1
524,3.35,2.75,2.85,3.1,4.15,1,1,1,1,0,0,0
525,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
526,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
527,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
528,3.35,2.75,2.85,3.1,4.15,0,2,0,0,0,0,1
529,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
530,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,1
531,3.35,2.75,2.85,3.1,4.15,2,2,0,1,1,1,0
532,3.35,2.75,2.85,3.1,4.15,1,1,1,1,1,1,0
533,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
534,3.35,2.75,2.85,3.1,4.15,2,0,1,0,0,0,2
535,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
536,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
537,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,1
538,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,0,0
539,3.35,2.75,2.85,3.1,4.15,2,1,2,0,0,0,1
540,3.35,2.75,2.85,3.1,4.15,2,1,0,0,0,0,0
541,3.35,2.75,2.85,3.1,4.15,0,2,0,1,1,0,2
542,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
543,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
544,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
545,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
546,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
547,3.35,2.75,2.85,3.1,4.15,1,1,1,0,0,0,1
548,3.35,2.75,2.85,3.1,4.15,0,2,0,0,1,1,1
549,3.35,2.75,2.85,3.1,4.15,1,2,1,0,0,1,1
550,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,0
551,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
552,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
553,3.35,2.75,2.85,3.1,4.15,2,2,1,1,1,1,1
554,3.35,2.75,2.85,3.1,4.15,0,2,0,1,1,0,0
555,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
556,3.35,2.75,2.85,3.1,4.15,0,2,0,0,0,0,0
557,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,1
558,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
559,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,0
560,3.35,2.75,2.85,3.1,4.15,1,1,0,0,0,1,0
561,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
562,3.35,2.75,2.85,3.1,4.15,2,1,1,0,0,0,1
563,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
564,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,1
565,3.35,2.75,2.85,3.1,4.15,0,2,0,0,1,0,1
566,3.35,2.75,2.85,3.1,4.15,3,2,3,2,2,1,2
567,3.35,2.75,2.85,3.1,4.15,1,1,0,0,1,0,1
568,3.35,2.75,2.85,3.1,4.15,0,4,0,4,2,0,0
569,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
570,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,1
571,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
572,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,0
573,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
574,3.35,2.75,2.85,3.1,4.15,0,2,0,0,1,1,0
575,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
576,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,0,1
577,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
578,3.35,2.75,2.85,3.1,4.15,3,0,1,0,1,0,3
579,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,1
580,3.35,2.75,2.85,3.1,4.15,0,0,0,0,1,0,0
581,3.35,2.75,2.85,3.1,4.15,2,2,1,2,0,1,2
582,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
583,3.35,2.75,2.85,3.1,4.15,1,3,0,1,1,2,1
584,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
585,3.35,2.75,2.85,3.1,4.15,1,1,0,0,0,1,0
586,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
587,3.35,2.75,2.85,3.1,4.15,2,3,2,1,0,2,2
588,3.35,2.75,2.85,3.1,4.15,1,1,1,2,0,1,1
589,3.35,2.75,2.85,3.1,4.15,1,1,1,2,1,1,1
590,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
591,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
592,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
593,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
594,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,1
595,3.35,2.75,2.85,3.1,4.15,1,3,1,2,0,0,2
596,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
597,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
598,3.35,2.75,2.85,3.1,4.15,0,3,0,2,0,1,0
599,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,0
600,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,1
601,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,0,0
602,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
603,3.35,2.75,2.85,3.1,4.15,2,0,2,0,0,0,3
604,3.35,2.75,2.85,3.1,4.15,0,0,0,0,1,0,1
605,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
606,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,1,0
607,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
608,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
609,3.35,2.75,2.85,3.1,4.15,2,1,1,0,0,1,0
610,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
611,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
612,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
613,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
614,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
615,3.35,2.75,2.85,3.1,4.15,2,0,0,0,0,0,0
616,3.35,2.75,2.85,3.1,4.15,2,0,1,1,0,0,0
617,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
618,3.35,2.75,2.85,3.1,4.15,0,0,0,1,0,0,0
619,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,0
620,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
621,3.35,2.75,2.85,3.1,4.15,2,1,1,0,0,0,1
622,3.35,2.75,2.85,3.1,4.15,1,1,0,0,0,0,1
623,3.35,2.75,2.85,3.1,4.15,1,1,0,0,1,0,0
624,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,0
625,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
626,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
627,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
628,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,1
629,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,1
630,3.35,2.75,2.85,3.1,4.15,1,1,1,0,0,2,1
631,3.35,2.75,2.85,3.1,4.15,0,1,0,1,1,0,1
632,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
633,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
634,3.35,2.75,2.85,3.1,4.15,2,1,0,1,1,0,0
635,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
636,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
637,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
638,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
639,3.35,2.75,2.85,3.1,4.15,4,2,2,0,2,1,1
640,3.35,2.75,2.85,3.1,4.15,2,0,2,0,0,0,2
641,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
642,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
643,3.35,2.75,2.85,3.1,4.15,1,1,1,1,0,2,2
644,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
645,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,0,0
646,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
647,3.35,2.75,2.85,3.1,4.15,2,0,0,0,0,0,1
648,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
649,3.35,2.75,2.85,3.1,4.15,0,0,0,0,1,0,0
650,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
651,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
652,3.35,2.75,2.85,3.1,4.15,1,2,0,0,0,0,1
653,3.35,2.75,2.85,3.1,4.15,2,0,1,0,0,0,1
654,3.35,2.75,2.85,3.1,4.15,2,2,1,0,0,0,1
655,3.35,2.75,2.85,3.1,4.15,1,1,1,1,1,0,1
656,3.35,2.75,2.85,3.1,4.15,1,1,0,0,2,0,0
657,3.35,2.75,2.85,3.1,4.15,0,4,0,0,1,1,1
658,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,1
659,3.35,2.75,2.85,3.1,4.15,3,0,2,0,0,0,0
660,3.35,2.75,2.85,3.1,4.15,2,1,2,0,2,0,2
661,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,0,1
662,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
663,3.35,2.75,2.85,3.1,4.15,1,0,0,0,1,0,0
664,3.35,2.75,2.85,3.1,4.15,3,0,3,0,0,0,2
665,3.35,2.75,2.85,3.1,4.15,0,2,0,2,1,0,0
666,3.35,2.75,2.85,3.1,4.15,1,2,0,2,1,0,0
667,3.35,2.75,2.85,3.1,4.15,2,0,2,0,0,0,2
668,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
669,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
670,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
671,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
672,3.35,2.75,2.85,3.1,4.15,0,3,0,1,0,0,1
673,3.35,2.75,2.85,3.1,4.15,2,0,1,0,0,0,1
674,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
675,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
676,3.35,2.75,2.85,3.1,4.15,2,1,1,1,1,0,1
677,3.35,2.75,2.85,3.1,4.15,1,0,1,0,0,1,1
678,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
679,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
680,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
681,3.35,2.75,2.85,3.1,4.15,3,3,0,2,3,2,0
682,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
683,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
684,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
685,3.35,2.75,2.85,3.1,4.15,2,2,0,0,0,2,0
686,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
687,3.35,2.75,2.85,3.1,4.15,1,1,0,0,2,0,1
688,3.35,2.75,2.85,3.1,4.15,1,1,1,0,0,1,1
689,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,1
690,3.35,2.75,2.85,3.1,4.15,1,1,1,1,0,0,3
691,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
692,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
693,3.35,2.75,2.85,3.1,4.15,3,1,2,0,0,0,2
694,3.35,2.75,2.85,3.1,4.15,3,1,1,0,1,0,2
695,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,2
696,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
697,3.35,2.75,2.85,3.1,4.15,1,3,0,2,1,1,1
698,3.35,2.75,2.85,3.1,4.15,1,0,0,0,0,0,0
699,3.35,2.75,2.85,3.1,4.15,2,0,2,0,0,0,0
700,3.35,2.75,2.85,3.1,4.15,0,1,0,0,1,0,1
701,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
702,3.35,2.75,2.85,3.1,4.15,1,1,0,1,0,0,1
703,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,2
704,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,1
705,3.35,2.75,2.85,3.1,4.15,0,1,0,0,2,0,1
706,3.35,2.75,2.85,3.1,4.15,1,1,0,0,0,0,0
707,3.35,2.75,2.85,3.1,4.15,2,2,0,0,0,2,0
708,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
709,3.35,2.75,2.85,3.1,4.15,1,3,0,0,2,0,0
710,3.35,2.75,2.85,3.1,4.15,0,1,0,1,0,0,1
711,3.35,2.75,2.85,3.1,4.15,0,1,0,0,0,0,0
712,3.35,2.75,2.85,3.1,4.15,0,0,0,0,0,0,0
713,1.5,3.8,4.15,3.05,3.95,2,2,0,0,0,0,1
714,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,0
715,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
716,1.5,3.8,4.15,3.05,3.95,1,0,0,0,0,0,0
717,1.5,3.8,4.15,3.05,3.95,0,2,0,0,0,0,0
718,1.5,3.8,4.15,3.05,3.95,0,2,0,1,1,1,0
719,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
720,1.5,3.8,4.15,3.05,3.95,2,3,1,1,1,0,1
721,1.5,3.8,4.15,3.05,3.95,0,3,0,2,2,1,0
722,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,0
723,1.5,3.8,4.15,3.05,3.95,1,0,0,0,0,0,0
724,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,1
725,1.5,3.8,4.15,3.05,3.95,3,2,1,2,0,1,1
726,1.5,3.8,4.15,3.05,3.95,1,0,0,0,0,0,0
727,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,0
728,1.5,3.8,4.15,3.05,3.95,1,1,0,1,1,0,1
729,1.5,3.8,4.15,3.05,3.95,1,0,0,0,0,0,0
730,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,1
731,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
732,1.5,3.8,4.15,3.05,3.95,2,0,1,0,0,0,0
733,1.5,3.8,4.15,3.05,3.95,2,1,2,0,0,0,1
734,1.5,3.8,4.15,3.05,3.95,3,0,2,0,0,0,1
735,1.5,3.8,4.15,3.05,3.95,1,0,0,0,0,0,0
736,1.5,3.8,4.15,3.05,3.95,0,2,0,1,0,0,0
737,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
738,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
739,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,1
740,1.5,3.8,4.15,3.05,3.95,0,1,0,1,0,1,0
741,1.5,3.8,4.15,3.05,3.95,2,0,1,0,0,0,0
742,1.5,3.8,4.15,3.05,3.95,1,2,1,1,0,0,1
743,1.5,3.8,4.15,3.05,3.95,0,1,0,1,0,0,1
744,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
745,1.5,3.8,4.15,3.05,3.95,0,1,0,2,1,1,0
746,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,1
747,1.5,3.8,4.15,3.05,3.95,2,0,1,0,0,0,1
748,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
749,1.5,3.8,4.15,3.05,3.95,2,0,1,0,0,0,0
750,1.5,3.8,4.15,3.05,3.95,1,5,0,4,3,2,1
751,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
752,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
753,1.5,3.8,4.15,3.05,3.95,1,1,1,0,0,0,1
754,1.5,3.8,4.15,3.05,3.95,0,1,0,0,0,0,0
755,1.5,3.8,4.15,3.05,3.95,2,2,0,2,3,0,1
756,1.5,3.8,4.15,3.05,3.95,5,0,5,0,0,0,1
757,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,2
758,1.5,3.8,4.15,3.05,3.95,1,0,1,0,0,0,0
759,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,1
760,1.5,3.8,4.15,3.05,3.95,1,1,0,1,1,1,0
761,1.5,3.8,4.15,3.05,3.95,0,1,0,0,1,1,0
762,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,2
763,1.5,3.8,4.15,3.05,3.95,0,1,0,1,0,0,0
764,1.5,3.8,4.15,3.05,3.95,0,0,0,0,0,0,0
765,1.5,3.8,4.15,3.05,3.95,2,0,2,0,0,0,1
766,1.5,3.8,4.15,3.05,3.95,4,1,4,0,0,0,2
767,1.5,3.8,4.15,3.05,3.95,1,1,1,1,0,0,1
768,1.5,3.8,4.15,3.05,3.95,3,0,2,0,0,1,1
769,3.25,3.75,1.75,4.0,3.5,0,1,0,1,0,0,1
770,3.25,3.75,1.75,4.0,3.5,1,0,1,1,1,0,1
771,3.25,3.75,1.75,4.0,3.5,0,0,0,0,0,0,0
772,3.25,3.75,1.75,4.0,3.5,0,2,0,0,0,0,0
